ALGA -17.6238 -71.2719 131.0
ATIC -16.2313 -73.6972 62.0
CAMA -16.499 -73.009 475.0
CARQ -16.0985 -72.199 2219.0
COTA -15.2022 -72.8875 2684.0
COYN -14.7696 -75.3595 275.0
CRVP -15.7629 -73.3723 1892.0
LOMI -14.715 -75.8508 35.0
OCUC -14.33 -75.6819 517.0
PLCA -15.2248 -74.2299 1085.0
SJUA -15.3615 -75.1875 47.0
TACN -17.9481 -70.2591 986.0
TORO -16.9791 -71.6251 354.0
VIAL -14.9094 -74.8972 696.0
VIZC -16.8821 -70.1673 4662.0
