ALTO -17.573393 -69.68035 
ANDY -15.796772 -72.862725
CAZU -12.916698 -76.432072
CGLO -16.462571 -71.709221
CHVY -15.557428 -71.559191
GUA0 -13.997839 -75.789392
ISAB -14.275708 -74.014864
LAGN -15.722817 -70.705344
LYAR -18.1444 -70.5686
PACL -13.172871 -74.041451
PAR0 -13.829 -76.332
PCPA -13.036383 -75.092112
QLK0 -16.71544 -72.427768
SCRT -13.813823 -72.561512
TOQ0 -17.304254 -70.642608
YCA0 -15.661052 -74.529944
